train_loss,train_neg_loss,valid_loss,valid_neg_loss,test_loss,test_neg_loss,time_elapsed,file_id
0.756322979927063,-0.029851989820599556,1.2519220113754272,-0.6701161861419678,1.2444456815719604,-0.6342179775238037,6524.0,0
0.7344422340393066,-0.03071068599820137,1.0565983057022095,-0.6359382271766663,1.046676516532898,-0.6094235181808472,5934.0,1
0.7392939925193787,-0.033122025430202484,1.11003839969635,-0.635796844959259,1.1021308898925781,-0.6092614531517029,8240.0,2
0.75740647315979,-0.03309920057654381,1.0675612688064575,-0.664755642414093,1.0136693716049194,-0.6467048525810242,10459.0,3
0.7527052760124207,-0.03535667061805725,1.3031977415084839,-0.6548321843147278,1.2435736656188965,-0.6679730415344238,4656.0,4
0.7504880428314209,-0.03338778764009476,1.2132568359375,-0.6495355367660522,1.1927529573440552,-0.6218997240066528,4508.0,5
0.7373771071434021,-0.03709918260574341,0.9597687125205994,-0.6339494585990906,0.940506100654602,-0.6072655916213989,6120.0,6
0.7484062910079956,-0.03958631306886673,1.2515631914138794,-0.652926504611969,1.1345534324645996,-0.6318494081497192,8142.0,7
0.7549472451210022,-0.04391263797879219,1.715745449066162,-0.6839023232460022,1.6929092407226562,-0.6632012128829956,4755.0,8
0.6735050082206726,-0.17095015943050385,1.3858768939971924,-0.6280695199966431,1.4249082803726196,-0.6102718710899353,7173.0,9
0.7461318969726562,-0.04260674864053726,1.0957162380218506,-0.6529380083084106,1.0304789543151855,-0.6107304096221924,4770.0,10
0.7581465840339661,-0.04921600967645645,1.0311424732208252,-0.641819953918457,1.0088433027267456,-0.6355122327804565,6262.0,11
0.7646087408065796,-0.05376296862959862,1.192793607711792,-0.678027868270874,1.1622816324234009,-0.6577596068382263,4238.0,12
0.748184084892273,-0.05369152873754501,0.9818766713142395,-0.6144606471061707,0.9788480401039124,-0.6065841317176819,4340.0,13
0.7588234543800354,-0.059277527034282684,1.0961253643035889,-0.635561466217041,1.0375757217407227,-0.5896163582801819,4506.0,14
