train_loss,train_acc,train_mIoU,valid_loss,valid_acc,valid_mIoU,test_loss,test_acc,test_mIoU,time_elapsed,file_id
0.365706205368042,98.87698364257812,71.895885410592,0.624959409236908,94.49483489990234,25.241308675417795,0.8527330756187439,94.91240692138672,28.40267584295938,27966.0,0
0.37407010793685913,98.8835678100586,73.17284088241416,0.3401186466217041,94.78194427490234,28.765075045207162,0.3454664349555969,95.06000518798828,30.45102610085641,29889.0,1
0.3733181655406952,98.84725952148438,72.77061154956908,0.39641329646110535,94.65953826904297,27.319030949504114,0.43933337926864624,95.15441131591797,30.70646885488554,32178.0,2
0.3730090260505676,98.78394317626953,72.23507455728483,0.42638713121414185,94.52558135986328,26.268201695806265,0.5011756420135498,95.09603118896484,29.62022921640263,35491.0,3
0.37179169058799744,98.75772857666016,71.0765286786011,0.418127179145813,94.383544921875,25.33997423662162,0.5214661955833435,94.8800277709961,28.26622338368734,27325.0,4
0.3647266626358032,98.83349609375,72.27676015910343,0.3775930404663086,94.6086196899414,26.70049140566312,0.4023739695549011,95.15235900878906,30.16341055090398,27710.0,5
0.37094295024871826,98.77816772460938,71.26070551880147,0.3412783145904541,94.74685668945312,27.489663569750572,0.34960392117500305,95.14256286621094,30.572342363712213,30470.0,6
0.37167251110076904,98.69888305664062,70.84875791133302,0.39988061785697937,94.58858489990234,27.53902710889811,0.418091356754303,95.03872680664062,30.387502173898817,32407.0,7
0.3651140630245209,98.65181732177734,68.64458105099465,0.42865073680877686,94.24678802490234,23.671907637838103,0.5353496670722961,94.82830047607422,27.391692953315445,26922.0,8
0.3637935519218445,98.68132781982422,70.25002229480597,0.6066291928291321,94.52791595458984,25.453181004093807,0.7967791557312012,94.97935485839844,29.89548824925346,27309.0,9
0.3680289685726166,98.73077392578125,68.16243353983275,0.3791094720363617,94.57913208007812,26.52959306308607,0.3874515891075134,94.97063446044922,29.15391726270229,28063.0,10
0.3692045211791992,98.6221694946289,69.29771390857489,0.37731948494911194,94.50137329101562,26.676662416752517,0.3816462457180023,94.99311065673828,29.299599646217377,30397.0,11
0.3714417815208435,98.54090118408203,67.40369283208169,0.3591015040874481,94.2524185180664,23.492578934771306,0.3649328947067261,94.77881622314453,27.032858089244073,25586.0,12
0.36832231283187866,98.56220245361328,67.77460977553407,0.3506634533405304,94.5510482788086,26.246630415628047,0.3565506339073181,95.04997253417969,29.383007838232032,26423.0,13
0.36944690346717834,98.51691436767578,67.42601714463304,0.4679487645626068,94.5277328491211,26.41269988753921,0.5978125333786011,95.01043701171875,29.377447743973562,27307.0,14
0.3747525215148926,98.5098648071289,68.52717936718228,0.37592247128486633,94.4986801147461,25.339035864064375,0.3995492160320282,94.85847473144531,28.26048157263165,28236.0,15
0.38081905245780945,98.94146728515625,73.25222674623757,0.34725046157836914,94.337646484375,23.70297556780061,0.3367829918861389,94.85688781738281,27.449311192033367,18234.0,16
0.37922611832618713,98.9331283569336,71.77270860965609,0.3661889433860779,94.56795501708984,25.88028507328743,0.4026598334312439,94.96467590332031,29.00553441167378,18745.0,17
0.37946832180023193,98.92325592041016,72.39288524222532,0.35365134477615356,94.4654541015625,25.330969208828407,0.33758053183555603,94.89802551269531,27.89010592706563,19450.0,18
0.3760536313056946,98.95585632324219,73.2778845953706,0.3466522991657257,94.82183837890625,27.03409785392012,0.34930798411369324,95.20633697509766,29.742150377005515,21545.0,19
0.3741677701473236,98.95067596435547,72.87371717891318,0.3419687747955322,94.75090026855469,26.54487616023154,0.34480202198028564,95.14590454101562,29.88284852647573,22209.0,20
0.3735274374485016,98.93708801269531,73.07459750744005,0.36012133955955505,94.7998275756836,27.809495529607663,0.35020628571510315,95.26181030273438,30.280765521068282,24728.0,21
0.3783349096775055,98.90267181396484,71.86269761710207,0.3990509808063507,94.21416473388672,23.440597157219763,0.4604374170303345,94.81188201904297,27.957944127165707,17816.0,22
0.375813364982605,98.88068389892578,71.70364540847693,0.3743104040622711,94.5203857421875,24.874067337342655,0.4312765598297119,94.8727798461914,28.350014824201768,18515.0,23
0.37490034103393555,98.8611068725586,70.98187209045084,0.3480094075202942,94.43605041503906,24.968447902687423,0.33768102526664734,94.94860076904297,29.071017763050598,19174.0,24
0.37548813223838806,98.92696380615234,72.83719929429827,0.33496105670928955,94.53547668457031,25.218329197542506,0.3414625823497772,95.029541015625,28.665235908583988,19226.0,25
0.37598851323127747,98.9158935546875,72.81248053058282,0.3528776168823242,94.622802734375,26.775072631172876,0.3375464677810669,95.17030334472656,30.2895910973038,19799.0,26
0.37449681758880615,98.90220642089844,72.69604565926976,0.3945722281932831,94.90614318847656,27.207350042462558,0.39796361327171326,95.1902084350586,29.81598204128751,22407.0,27
0.37531542778015137,98.79679870605469,70.50772109584052,0.3971751630306244,94.14432525634766,22.475197726645977,0.47917068004608154,94.61219787597656,26.869849260296235,17654.0,28
0.37329190969467163,98.86028289794922,70.44067218521367,0.3556802272796631,94.25592041015625,23.478303347247316,0.36559608578681946,94.75123596191406,27.27733150169064,17941.0,29
0.3787860572338104,98.81208801269531,68.03312885639154,0.3586162328720093,94.40821838378906,25.17086782480361,0.363925963640213,94.87399291992188,28.21986413022703,18444.0,30
0.3695984184741974,98.8712387084961,69.34886324193133,0.5545778274536133,94.50353240966797,24.694836187192294,0.9378606677055359,94.98927307128906,28.34709520136685,18221.0,31
0.37632089853286743,98.83525085449219,68.68816619932755,0.3503247797489166,94.65908813476562,26.196356485727968,0.3589019179344177,95.11724090576172,29.500373840011758,19384.0,32
