train_top1,train_top5,train_loss,valid_top1,valid_top5,valid_loss,test_top1,test_top5,test_loss,time_elapsed,file_id
70.77874755859375,95.97750091552734,2.739582061767578,44.86465072631836,80.22492218017578,3.3670473098754883,50.671775817871094,85.50457763671875,3.2181570529937744,5438.0,0
71.0687484741211,95.90750122070312,2.727402687072754,46.81031036376953,80.90167236328125,3.7320685386657715,52.338775634765625,86.42516326904297,3.58317494392395,5936.0,1
70.40625,95.70874786376953,2.760066032409668,46.700836181640625,81.09574127197266,3.51716685295105,53.28921127319336,86.42516326904297,3.255571126937866,8076.0,2
69.24624633789062,95.19874572753906,2.8185267448425293,45.12838363647461,80.59812927246094,4.098133087158203,52.03523254394531,85.2657241821289,3.988156795501709,10274.0,3
69.1762466430664,95.38999938964844,2.748383045196533,44.47153854370117,79.47352600097656,4.603169918060303,51.209197998046875,85.58917236328125,3.9551920890808105,4472.0,4
70.35499572753906,95.68999481201172,2.740771770477295,45.43192672729492,80.85191345214844,3.8358004093170166,52.24422836303711,86.53961181640625,3.4894468784332275,4574.0,5
69.30249786376953,95.3187484741211,2.7788140773773193,45.25278854370117,79.82683563232422,3.904484272003174,51.72671127319336,85.63893127441406,3.600275754928589,6436.0,6
68.10874938964844,94.7699966430664,2.821481943130493,45.242835998535156,79.40386199951172,3.6981260776519775,52.21437072753906,85.06668090820312,3.556874990463257,8232.0,7
67.80999755859375,94.78125,2.7738561630249023,43.988853454589844,79.9164047241211,3.4371650218963623,49.890525817871094,85.48965454101562,3.266843318939209,4717.0,8
68.30374908447266,94.97374725341797,2.773047924041748,44.55115509033203,79.80194854736328,3.8092761039733887,51.224124908447266,85.50955200195312,3.4899351596832275,4524.0,9
69.11125183105469,95.2387466430664,2.7795464992523193,45.37718963623047,79.64271545410156,3.6868488788604736,52.21437072753906,86.11166381835938,3.464479923248291,4710.0,10
67.15374755859375,94.3324966430664,2.821657657623291,45.655853271484375,80.195068359375,3.6045711040496826,53.134952545166016,85.9972152709961,3.4755630493164062,6312.0,11
66.79000091552734,94.20874786376953,2.8149425983428955,44.8248405456543,79.93630981445312,3.770271062850952,50.26871109008789,85.75836181640625,3.626993179321289,4399.0,12
66.85749816894531,94.40750122070312,2.8006703853607178,45.38216781616211,79.9661636352539,3.4263792037963867,51.60728454589844,85.61405181884766,3.213592767715454,4279.0,13
66.8687515258789,94.2074966430664,2.8099870681762695,44.939292907714844,79.54319763183594,3.684971570968628,51.46297836303711,85.5792236328125,3.424410581588745,4633.0,14
66.27874755859375,93.83499908447266,2.848325252532959,44.4068489074707,79.04060363769531,3.615910530090332,51.144508361816406,85.44486236572266,3.444154739379883,4553.0,15
73.30874633789062,96.77749633789062,2.715757131576538,44.45163345336914,79.76712036132812,3.7540040016174316,51.54259490966797,85.67874145507812,3.6042640209198,4967.0,16
72.83000183105469,96.5687484741211,2.743072748184204,45.36226272583008,80.18013763427734,3.659688711166382,51.900875091552734,86.43013763427734,3.414418935775757,4559.0,17
72.43624877929688,96.40750122070312,2.791076421737671,44.03861618041992,79.4934310913086,3.6506965160369873,51.69685745239258,85.8280258178711,3.4598984718322754,4012.0,18
72.96624755859375,96.66624450683594,2.7349941730499268,45.7752799987793,80.62798309326172,3.5191891193389893,51.905853271484375,86.47492218017578,3.2746200561523438,5320.0,19
72.28874969482422,96.4012451171875,2.782335042953491,46.9595947265625,81.31966400146484,3.989652156829834,52.61246109008789,86.3355941772461,3.611769914627075,5734.0,20
71.91500091552734,96.25125122070312,2.78334379196167,46.69586181640625,81.84713745117188,3.5683326721191406,52.935909271240234,85.87281036376953,3.539252996444702,7400.0,21
72.47750091552734,96.54750061035156,2.7235119342803955,44.49641799926758,78.81170654296875,3.5008459091186523,50.840965270996094,85.95243072509766,3.3742501735687256,4418.0,22
71.59749603271484,96.1824951171875,2.740572690963745,44.81488800048828,80.42893981933594,3.823615550994873,51.33359909057617,85.9972152709961,3.641432046890259,3967.0,23
71.21499633789062,95.93999481201172,2.7903265953063965,44.79498291015625,79.87659454345703,3.4489059448242188,50.83101272583008,85.84793090820312,3.2753849029541016,6096.0,24
72.67749786376953,96.59249877929688,2.73523211479187,45.42695236206055,80.73248291015625,3.710792064666748,52.453224182128906,86.83818054199219,3.4116086959838867,7172.0,25
72.23500061035156,96.31624603271484,2.7865521907806396,45.899681091308594,81.18531036376953,3.68337345123291,51.29378890991211,85.7732925415039,3.3957579135894775,4070.0,26
71.28250122070312,95.99250030517578,2.7924232482910156,45.57623291015625,80.45880126953125,3.8232169151306152,51.79637908935547,85.56926727294922,3.5860211849212646,5745.0,27
70.24624633789062,95.64624786376953,2.7361114025115967,44.96915054321289,79.56807708740234,3.6182379722595215,50.960391998291016,86.11166381835938,3.4137959480285645,4017.0,28
70.98374938964844,95.95375061035156,2.760573625564575,44.06847381591797,79.47352600097656,3.7516467571258545,50.32842254638672,85.54438781738281,3.4995195865631104,4793.0,29
70.00249481201172,95.57249450683594,2.8072662353515625,45.02886199951172,80.12042236328125,3.4948770999908447,50.7414436340332,85.11146545410156,3.3357629776000977,4740.0,30
71.41500091552734,96.1199951171875,2.748398542404175,45.402069091796875,80.55831909179688,3.733217716217041,51.51771545410156,85.79817199707031,3.5178263187408447,4987.0,31
70.51874542236328,95.6762466430664,2.7963554859161377,45.11345672607422,80.1054916381836,3.5226926803588867,52.602508544921875,85.95243072509766,3.4015581607818604,4347.0,32
71.34624481201172,95.99624633789062,2.794830799102783,44.954219818115234,79.99601745605469,3.898928165435791,52.29399108886719,86.3853530883789,3.607922315597534,5119.0,33
68.91874694824219,95.2449951171875,2.7972381114959717,43.745025634765625,78.80673217773438,3.477942705154419,50.85091781616211,86.22611236572266,3.451237678527832,5242.0,34
68.82249450683594,95.14374542236328,2.8081672191619873,43.312103271484375,79.6277847290039,3.450730323791504,50.71656036376953,85.58419799804688,3.3392233848571777,5781.0,35
69.33000183105469,95.30999755859375,2.8221395015716553,44.76512908935547,79.31429290771484,3.455930709838867,52.06011199951172,85.76333618164062,3.2824602127075195,4296.0,36
68.79875183105469,95.15625,2.788158655166626,44.48646545410156,79.77706909179688,3.840423345565796,51.472930908203125,85.92755126953125,3.5542171001434326,5622.0,37
69.62874603271484,95.33124542236328,2.8037824630737305,45.94944381713867,81.26493072509766,3.737746477127075,52.76174545288086,86.5246810913086,3.4671616554260254,5069.0,38
69.28624725341797,95.22874450683594,2.8016653060913086,44.06847381591797,80.45381927490234,3.835129737854004,53.00557327270508,86.57942199707031,3.5778753757476807,4090.0,39
74.13624572753906,97.10624694824219,2.7332186698913574,43.043392181396484,78.81170654296875,3.5800788402557373,50.94546127319336,85.66879272460938,3.4501047134399414,5586.0,40
74.05874633789062,96.92374420166016,2.7772419452667236,44.84972381591797,79.29438781738281,3.59072208404541,50.78622817993164,86.01712036132812,3.4661359786987305,4307.0,41
73.61624908447266,96.85749816894531,2.78391432762146,44.7850341796875,79.71736145019531,3.4414374828338623,51.43312072753906,85.79817199707031,3.250182628631592,4157.0,42
73.58000183105469,96.76249694824219,2.764476776123047,45.72551727294922,80.8917236328125,3.7631564140319824,50.98527145385742,85.62898254394531,3.6099724769592285,5388.0,43
73.68875122070312,96.84749603271484,2.728266477584839,43.84952163696289,79.03065490722656,3.552445888519287,49.895503997802734,84.59394836425781,3.43864369392395,4543.0,44
73.20375061035156,96.77999877929688,2.774289131164551,44.09832763671875,78.18968963623047,3.7060816287994385,50.263736724853516,85.54936218261719,3.518188953399658,5392.0,45
72.39250183105469,96.3812484741211,2.77640438079834,44.65565490722656,79.73725891113281,4.804671287536621,51.34852600097656,85.78324127197266,4.210164546966553,4104.0,46
73.5250015258789,96.7249984741211,2.771827459335327,45.92953872680664,80.75238800048828,3.5313899517059326,52.48308181762695,86.34056854248047,3.311893939971924,4794.0,47
72.43374633789062,96.48124694824219,2.7411892414093018,42.381568908691406,77.92595672607422,3.4365241527557373,51.14948272705078,85.1811294555664,3.411142587661743,5571.0,48
71.45375061035156,96.12249755859375,2.7692389488220215,42.5905647277832,78.42356872558594,3.624443292617798,49.830814361572266,85.7434310913086,3.4690957069396973,4813.0,49
72.29624938964844,96.44749450683594,2.7913756370544434,44.64570236206055,79.69247436523438,3.800922155380249,50.955413818359375,85.663818359375,3.585624933242798,5901.0,50
72.4887466430664,96.49749755859375,2.784207582473755,44.2376594543457,78.81668090820312,3.8520452976226807,50.791202545166016,85.06668090820312,3.6731202602386475,4399.0,51
69.48625183105469,95.35374450683594,2.7884445190429688,44.0435905456543,78.91620635986328,3.893916606903076,50.64689636230469,85.53443908691406,3.6607487201690674,4720.0,52
70.29000091552734,95.78624725341797,2.801435708999634,45.15326690673828,79.44864654541016,3.6237781047821045,51.01512908935547,85.44984436035156,3.5156970024108887,4784.0,53
70.34874725341797,95.77999877929688,2.8031132221221924,44.01871109008789,79.89649963378906,3.7438759803771973,51.124603271484375,85.86286163330078,3.561275005340576,4511.0,54
70.47124481201172,95.73374938964844,2.8057169914245605,44.38196563720703,79.44367218017578,3.730353355407715,50.43292236328125,85.73845672607422,3.457895040512085,4901.0,55
74.3074951171875,97.04374694824219,2.782816171646118,42.84932327270508,78.26433563232422,3.5794970989227295,49.78105163574219,85.10649108886719,3.4793732166290283,5253.0,56
73.2562484741211,96.78499603271484,2.791008234024048,42.690086364746094,78.71715545654297,3.433948278427124,49.6815299987793,84.5690689086914,3.378129482269287,5491.0,57
72.07749938964844,96.38999938964844,2.793613910675049,41.98347854614258,77.44824981689453,3.3945305347442627,50.194068908691406,84.48944854736328,3.3033812046051025,4979.0,58
69.625,95.49624633789062,2.8124706745147705,42.899085998535156,78.27428436279297,3.5535025596618652,49.13913345336914,83.81767272949219,3.5397751331329346,4396.0,59
73.81375122070312,96.99374389648438,2.709202766418457,44.73527145385742,79.86166381835938,3.469057083129883,51.3286247253418,86.70880126953125,3.430514335632324,9125.0,60
75.35624694824219,97.39999389648438,2.701350212097168,46.56150436401367,82.0561294555664,3.6914055347442627,52.871219635009766,86.87799072265625,3.4806368350982666,11179.0,61
74.1624984741211,97.05624389648438,2.7277865409851074,46.337581634521484,80.82205200195312,3.9689347743988037,52.53284454345703,86.57942199707031,3.7340075969696045,19078.0,62
72.45124816894531,96.49124908447266,2.7788708209991455,46.183319091796875,81.09076690673828,3.790896415710449,52.38356018066406,85.67376708984375,3.7109177112579346,26846.0,63
72.54124450683594,96.57749938964844,2.745260000228882,46.25796127319336,80.84693908691406,3.35952091217041,51.93073272705078,85.663818359375,3.215318202972412,7458.0,64
72.98124694824219,96.69999694824219,2.7148125171661377,46.248008728027344,81.67794799804688,3.737417459487915,52.955814361572266,86.22611236572266,3.422626495361328,9717.0,65
74.31124877929688,97.00374603271484,2.734121561050415,45.635948181152344,80.76731872558594,3.408031702041626,53.50816345214844,86.549560546875,3.213860273361206,11465.0,66
70.97999572753906,95.9749984741211,2.774179220199585,45.46178436279297,80.08061218261719,3.509542942047119,52.54777145385742,86.6590347290039,3.4775283336639404,18912.0,67
71.91999816894531,96.33999633789062,2.769404649734497,45.58121109008789,81.06090545654297,3.631366014480591,51.44307327270508,85.86286163330078,3.3575215339660645,5599.0,68
71.6512451171875,96.2249984741211,2.7578563690185547,46.521697998046875,81.99143981933594,3.4747085571289062,53.403663635253906,87.20641326904297,3.294384241104126,7833.0,69
71.60874938964844,96.1824951171875,2.7665021419525146,45.999202728271484,81.01114654541016,3.5761559009552,51.836185455322266,86.18132781982422,3.4979147911071777,9889.0,70
71.44999694824219,95.99624633789062,2.8028998374938965,45.720542907714844,80.80215454101562,3.642754316329956,51.76154708862305,86.01712036132812,3.4078824520111084,11830.0,71
71.45999908447266,96.17374420166016,2.7141666412353516,45.17814636230469,80.18013763427734,3.4036316871643066,52.31389236450195,86.75856018066406,3.2776031494140625,6857.0,72
72.84624481201172,96.5512466430664,2.722686767578125,44.889530181884766,80.32444763183594,3.5005924701690674,52.4283447265625,86.03702545166016,3.282057523727417,7711.0,73
73.67874908447266,96.85499572753906,2.727747678756714,45.57623291015625,80.09056854248047,3.554884195327759,51.95561218261719,86.37539672851562,3.397279739379883,9789.0,74
70.04499816894531,95.55624389648438,2.7921459674835205,45.53144836425781,81.419189453125,3.650888681411743,52.29896545410156,85.9623794555664,3.4645681381225586,16722.0,75
70.36249542236328,95.75749969482422,2.7561397552490234,44.685508728027344,79.88654327392578,3.580097198486328,51.204219818115234,85.28065490722656,3.380732774734497,5438.0,76
71.5374984741211,96.16999816894531,2.7718892097473145,46.09375,80.89669799804688,3.719472646713257,52.418392181396484,86.54458618164062,3.6856822967529297,5755.0,77
71.02749633789062,95.97000122070312,2.7660155296325684,45.54140090942383,80.62300872802734,3.789206027984619,52.433319091796875,86.39530181884766,3.5134036540985107,7707.0,78
70.22624969482422,95.70124816894531,2.790357828140259,45.37718963623047,80.34434509277344,3.3476593494415283,52.39848709106445,86.11166381835938,3.2250378131866455,9745.0,79
69.39749908447266,95.4262466430664,2.7683725357055664,44.4914436340332,79.6626205444336,3.7536404132843018,51.38336181640625,85.64391326904297,3.556173324584961,5926.0,80
69.64374542236328,95.50749969482422,2.7758069038391113,44.86465072631836,80.11544799804688,4.056365489959717,51.41321563720703,85.663818359375,3.9609763622283936,5432.0,81
70.82624816894531,95.84500122070312,2.7714085578918457,45.76034927368164,80.28961181640625,3.3416779041290283,52.702030181884766,86.35051727294922,3.2347633838653564,6293.0,82
69.23500061035156,95.21624755859375,2.7899701595306396,45.10847854614258,80.43392181396484,4.084786891937256,51.52766799926758,85.98228454589844,3.8400230407714844,7856.0,83
