train_ssim,train_l1_loss,valid_ssim,valid_l1_loss,test_ssim,test_l1_loss,time_elapsed,file_id
0.6860703229904175,0.15206457674503326,0.5480660796165466,0.14564475417137146,0.5734679698944092,0.1457289308309555,39603.0,0
0.6882596015930176,0.15450970828533173,0.5641263127326965,0.1795763075351715,0.5919990539550781,0.17804421484470367,41583.0,1
0.692121148109436,0.1533224880695343,0.5581269860267639,0.2876085638999939,0.5868631601333618,0.2900373935699463,45085.0,2
0.681898295879364,0.15831968188285828,0.5804510116577148,0.12331744283437729,0.6076887845993042,0.12113749980926514,47180.0,3
0.6774802803993225,0.15745052695274353,0.5415056943893433,0.1475621908903122,0.5708606243133545,0.14833174645900726,38913.0,4
0.6783745884895325,0.16184139251708984,0.5673549175262451,0.12879133224487305,0.5949456095695496,0.12716403603553772,39438.0,5
0.6792094111442566,0.15871286392211914,0.5704703330993652,0.21576224267482758,0.598796546459198,0.22988994419574738,42247.0,6
0.6717833876609802,0.1571679711341858,0.5735946297645569,0.18866929411888123,0.6012062430381775,0.17701271176338196,43551.0,7
0.6592761278152466,0.16462557017803192,0.5403449535369873,0.13056503236293793,0.5677400827407837,0.1288970559835434,37927.0,8
0.6776400208473206,0.15625447034835815,0.5433189272880554,0.14735724031925201,0.5701773762702942,0.14601922035217285,39652.0,9
0.6869066953659058,0.18008507788181305,0.5541194081306458,0.14531159400939941,0.5839803814888,0.14695021510124207,39303.0,10
0.6715619564056396,0.1654175966978073,0.574670672416687,0.12591692805290222,0.6012997031211853,0.12416255474090576,42221.0,11
0.6555651426315308,0.17343661189079285,0.5424780249595642,0.1315099596977234,0.5725338459014893,0.13031190633773804,37587.0,12
0.6594409942626953,0.16456423699855804,0.5387272238731384,0.14724817872047424,0.5651123523712158,0.14505630731582642,37920.0,13
0.6659787893295288,0.16878058016300201,0.5627379417419434,0.1250450611114502,0.5932190418243408,0.12462332099676132,38980.0,14
0.6537390947341919,0.15973620116710663,0.5609122514724731,0.1250867247581482,0.5875824093818665,0.12105651944875717,40133.0,15
0.6602082252502441,0.16238023340702057,0.5586206316947937,0.133015975356102,0.5850639939308167,0.12976966798305511,18859.0,16
0.6709709763526917,0.153921976685524,0.564048707485199,0.13466103374958038,0.5895949602127075,0.13364411890506744,19341.0,17
0.6606431603431702,0.1585981845855713,0.5680906772613525,0.12446118146181107,0.594440221786499,0.12131184339523315,19961.0,18
0.6639966368675232,0.16942539811134338,0.5740389823913574,0.1760523021221161,0.5990707874298096,0.16786843538284302,21730.0,19
0.6776355504989624,0.1636774241924286,0.5582197308540344,0.14333707094192505,0.5885422825813293,0.14200451970100403,22396.0,20
0.6783742308616638,0.16121985018253326,0.5689535737037659,0.13482578098773956,0.5951456427574158,0.13655276596546173,24858.0,21
0.6549705266952515,0.16473200917243958,0.5617898106575012,0.12979820370674133,0.5856111645698547,0.12570519745349884,18202.0,22
0.6571849584579468,0.17164258658885956,0.5647878050804138,0.12971901893615723,0.5909065008163452,0.127383753657341,18513.0,23
0.6723884344100952,0.1651182919740677,0.5534151196479797,0.14780250191688538,0.5791445970535278,0.14224866032600403,19122.0,24
